timestamp,left_x,left_y,left_z,right_x,right_y,right_z,Activity
2024-07-20 19:50:00,-246.56,17.52,-21.92,-228.57142857142856,33.87755102040816,106.20408163265306,T
2024-07-20 19:50:01,-198.08,-98.4,47.2,-245.46938775510205,41.95918367346939,77.3061224489796,T
2024-07-20 19:50:02,-123.52941176470588,-183.92156862745097,-38.03921568627451,-230.44897959183675,51.67346938775511,91.59183673469389,T
2024-07-20 19:50:03,-201.9607843137255,-0.392156862745098,-170.90196078431373,-229.0612244897959,47.59183673469388,99.18367346938776,T
2024-07-20 19:50:04,-85.09803921568627,54.74509803921568,-204.54901960784315,-232.89795918367344,-1.3061224489795915,106.36734693877553,T
2024-07-20 19:50:05,-129.12,-202.4,-61.6,-237.55102040816325,15.510204081632653,95.51020408163264,T
2024-07-20 19:50:06,-198.0392156862745,9.568627450980392,154.7450980392157,-224.81632653061223,18.12244897959184,122.28571428571428,T
2024-07-20 19:50:07,-163.92156862745097,-60.31372549019608,134.8235294117647,-227.1836734693877,35.3469387755102,108.48979591836736,T
2024-07-20 19:50:08,-12.48,23.44,221.2,-251.0204081632653,49.55102040816327,14.93877551020408,T
2024-07-20 19:50:09,-32.549019607843135,29.96078431372549,226.1960784313725,-216.0,58.285714285714285,110.6938775510204,T
2024-07-20 19:50:10,-95.52,28.24,116.72,-246.6938775510204,31.59183673469388,75.10204081632654,T
2024-07-20 19:50:11,-193.09803921568627,-77.09803921568627,112.15686274509804,-213.0612244897959,92.6530612244898,34.36734693877551,T
2024-07-20 19:50:12,-200.16,-87.28,70.72,-171.6734693877551,10.040816326530612,153.87755102040816,T
2024-07-20 19:50:13,-246.2745098039216,-5.254901960784314,39.84313725490196,-216.6530612244898,-78.85714285714286,116.57142857142856,T
2024-07-20 19:50:14,-194.0,-100.96,118.32,-225.6326530612245,-83.83673469387755,96.16326530612244,T
2024-07-20 19:50:15,-216.7843137254902,-133.41176470588235,-9.019607843137257,-231.8367346938776,-78.61224489795919,86.04081632653062,T
2024-07-20 19:50:16,-116.62745098039215,-232.7058823529412,12.470588235294118,-200.57142857142856,-1.2244897959183674,-96.89795918367346,T
2024-07-20 19:50:17,-101.84,-248.96,8.08,-215.75510204081635,40.16326530612245,-117.06122448979592,T
2024-07-20 19:50:18,-74.58823529411765,-243.6078431372549,72.23529411764706,-142.08,37.92,-189.28,T
2024-07-20 19:50:19,22.823529411764707,-217.1764705882353,94.74509803921568,-159.0,44.5,-186.66666666666663,T
2024-07-20 19:50:20,-133.36,-228.4,-13.76,-204.57142857142856,45.38775510204081,-142.53061224489795,T
2024-07-20 19:50:21,-27.92156862745098,-251.1372549019608,74.90196078431373,-160.0,70.6938775510204,-185.3877551020408,T
2024-07-20 19:50:22,-60.72,-230.56,66.56,-89.87755102040816,46.93877551020408,-224.57142857142856,T
2024-07-20 19:50:23,-79.92156862745098,-246.90196078431373,66.11764705882354,-24.16,36.72,-244.72,T
2024-07-20 19:50:24,-24.32,-231.36,92.48,-22.666666666666668,45.0,-241.5833333333333,T
2024-07-20 19:50:25,-96.3921568627451,-236.3921568627451,39.92156862745098,-7.1020408163265305,41.30612244897959,-244.9795918367347,T
2024-07-20 19:50:26,-80.0,-243.92156862745097,26.352941176470587,11.428571428571429,48.08163265306123,-245.1428571428572,T
2024-07-20 19:50:27,-41.68,-237.92,75.6,4.653061224489796,54.85714285714285,-241.9591836734694,T
2024-07-20 19:50:28,-87.37254901960785,-197.3333333333333,-13.098039215686274,16.081632653061224,40.89795918367347,-244.57142857142856,T
2024-07-20 19:50:29,-207.44,-61.76,-50.64,22.8,44.88,-244.32,T
