timestamp,left_x,left_y,left_z,right_x,right_y,right_z,Activity
2024-07-24 20:29:00,76.23529411764706,-251.52941176470588,34.745098039215684,-45.95918367346939,-67.18367346938776,-235.9183673469388,A
2024-07-24 20:29:01,11.36,-163.68,123.76,-45.55102040816327,-65.79591836734694,-235.75510204081635,A
2024-07-24 20:29:02,-11.2,-139.68,192.88,-46.64,-65.44,-236.08,A
2024-07-24 20:29:03,18.431372549019606,-148.62745098039215,191.52941176470588,-46.85714285714285,-64.40816326530613,-236.0,A
2024-07-24 20:29:04,27.92,-158.64,188.72,-46.93877551020408,-64.3265306122449,-236.16326530612244,A
2024-07-24 20:29:05,-26.666666666666668,-120.7843137254902,199.68627450980392,-45.41666666666666,-66.33333333333333,-235.75,A
2024-07-24 20:29:06,-17.96078431372549,-118.03921568627452,205.1764705882353,-44.89795918367347,-104.6530612244898,-221.79591836734693,A
2024-07-24 20:29:07,-183.2941176470588,-122.74509803921568,114.27450980392156,-47.91836734693877,-144.57142857142858,-200.3265306122449,A
2024-07-24 20:29:08,-233.68,-100.96,60.48,-48.24,-144.08,-200.4,A
2024-07-24 20:29:09,-232.56,-108.24,57.12,-53.06122448979592,-126.53061224489797,-209.79591836734693,A
2024-07-24 20:29:10,-191.37254901960785,-108.62745098039215,100.62745098039215,-52.16666666666666,-124.25,-211.0,A
2024-07-24 20:29:11,30.88,-129.92,202.96,-46.12244897959184,-149.22448979591837,-198.6122448979592,A
2024-07-24 20:29:12,28.47058823529412,-118.27450980392156,205.2549019607843,-48.97959183673469,-146.12244897959184,-199.51020408163265,A
2024-07-24 20:29:13,38.90196078431372,-112.7843137254902,208.07843137254903,-49.76,-145.2,-199.68,A
2024-07-24 20:29:14,46.431372549019606,-106.58823529411764,209.80392156862743,-51.10204081632653,-146.0408163265306,-198.9387755102041,A
2024-07-24 20:29:15,28.96,-103.36,214.24,-51.83673469387755,-145.6326530612245,-199.3469387755102,A
2024-07-24 20:29:16,22.96,-106.08,215.84,-48.81632653061224,-145.55102040816325,-199.6734693877551,A
2024-07-24 20:29:17,19.529411764705884,-113.49019607843135,208.15686274509804,-52.08163265306123,-130.6122448979592,-208.24489795918367,A
2024-07-24 20:29:18,27.28,-145.84,193.84,-57.66666666666666,-101.5,-221.5833333333333,A
2024-07-24 20:29:19,40.62745098039216,-135.76470588235293,197.64705882352945,-59.04,-113.52,-216.4,A
2024-07-24 20:29:20,-10.901960784313726,-113.33333333333331,203.05882352941177,-59.67346938775511,-117.63265306122447,-214.0408163265306,A
2024-07-24 20:29:21,-209.6,-130.24,87.36,-59.51020408163265,-117.71428571428572,-213.7142857142857,A
2024-07-24 20:29:22,-129.64705882352942,-183.52941176470588,107.92156862745098,-60.40816326530612,-115.3469387755102,-215.42857142857144,A
2024-07-24 20:29:23,3.36,-159.12,184.88,-60.41666666666666,-114.58333333333331,-215.66666666666663,A
2024-07-24 20:29:24,52.86274509803921,-171.52941176470588,174.35294117647058,-61.12,-115.12,-215.04,A
2024-07-24 20:29:25,-20.64,-168.0,173.12,-61.63265306122449,-112.73469387755102,-215.6734693877551,A
2024-07-24 20:29:26,-165.1764705882353,-200.62745098039213,48.23529411764706,-60.6530612244898,-115.10204081632654,-215.3469387755102,A
2024-07-24 20:29:27,-140.8,-228.08,11.52,-60.81632653061224,-113.79591836734694,-215.59183673469389,A
2024-07-24 20:29:28,-83.52941176470588,-214.90196078431373,89.49019607843137,-60.81632653061224,-113.95918367346938,-215.8367346938776,A
2024-07-24 20:29:29,-18.11764705882353,-189.49019607843132,165.64705882352942,-60.16326530612245,-114.85714285714286,-215.9183673469388,A
2024-07-24 20:29:30,-46.8,-174.64,173.28,-61.76,-111.52,-216.32,A
2024-07-24 20:29:31,-46.19607843137255,-184.4705882352941,162.8235294117647,-66.36734693877551,-93.3061224489796,-222.3673469387755,A
2024-07-24 20:29:32,-42.4,-176.16,176.4,-61.0,-108.25,-218.16666666666663,A
2024-07-24 20:29:33,-54.8235294117647,-181.80392156862743,165.49019607843138,-60.6530612244898,-112.24489795918367,-215.9183673469388,A
2024-07-24 20:29:34,-50.24,-170.08,177.6,-60.08163265306123,-114.44897959183672,-216.0,A
2024-07-24 20:29:35,-15.450980392156865,-181.49019607843132,170.0392156862745,-60.56,-114.16,-215.92,A
2024-07-24 20:29:36,-48.3921568627451,-168.15686274509804,173.80392156862746,-61.30612244897959,-113.46938775510203,-216.0,A
2024-07-24 20:29:37,-70.8,-159.76,176.24,-60.16326530612245,-114.12244897959184,-215.8367346938776,A
2024-07-24 20:29:38,-188.94117647058823,-187.37254901960785,19.294117647058822,-60.08163265306123,-112.6530612244898,-216.0,A
2024-07-24 20:29:39,-161.28,-205.2,25.84,-60.734693877551024,-113.79591836734694,-215.8367346938776,A
2024-07-24 20:29:40,-74.56,-192.24,148.0,-60.6530612244898,-113.55102040816328,-215.8367346938776,A
2024-07-24 20:29:41,-45.333333333333336,-194.2745098039216,157.0196078431373,-60.734693877551024,-112.40816326530611,-216.16326530612244,A
2024-07-24 20:29:42,-10.980392156862743,-188.86274509803923,164.15686274509804,-60.81632653061224,-112.48979591836736,-216.0,A
2024-07-24 20:29:43,-143.6078431372549,-166.19607843137254,110.27450980392156,-60.48979591836735,-112.0,-216.0,A
2024-07-24 20:29:44,-212.64,-164.56,13.36,-61.224489795918366,-113.14285714285714,-215.9183673469388,A
2024-07-24 20:29:45,-186.9803921568628,-197.2549019607843,-4.235294117647059,-61.0,-113.25,-215.91666666666663,A
2024-07-24 20:29:46,-34.98039215686274,-234.7450980392157,78.66666666666667,-60.56,-112.72,-215.84,A
2024-07-24 20:29:47,51.52,-181.2,149.84,-60.97959183673469,-114.6938775510204,-215.1836734693877,A
2024-07-24 20:29:48,79.45098039215686,-141.2549019607843,184.0,-60.734693877551024,-115.91836734693878,-214.9387755102041,A
2024-07-24 20:29:49,97.36,-111.92,187.92,-60.326530612244895,-115.0204081632653,-215.42857142857144,A
2024-07-24 20:29:50,-159.76470588235293,-96.94117647058825,139.05882352941177,-60.89795918367347,-114.12244897959184,-215.8367346938776,A
2024-07-24 20:29:51,-195.04,-131.2,97.44,-62.04081632653061,-113.22448979591836,-215.75510204081635,A
2024-07-24 20:29:52,-197.0196078431373,-178.9803921568627,39.13725490196079,-62.53061224489796,-111.75510204081633,-216.08163265306123,A
2024-07-24 20:29:53,-211.92,-159.6,0.64,-63.755102040816325,-108.57142857142856,-216.4897959183673,A
2024-07-24 20:29:54,-222.50980392156865,-154.9803921568627,-23.37254901960784,-61.795918367346935,-113.22448979591836,-215.75510204081635,A
2024-07-24 20:29:55,-176.7058823529412,-166.19607843137254,63.68627450980392,-63.10204081632653,-113.14285714285714,-214.53061224489795,A
2024-07-24 20:29:56,-25.52,-153.52,186.8,-64.08163265306122,-107.51020408163264,-217.79591836734693,A
2024-07-24 20:29:57,-219.2156862745098,-83.6078431372549,0.0,-64.0,-107.0204081632653,-217.46938775510205,A
