timestamp,left_x,left_y,left_z,right_x,right_y,right_z,Activity
2024-07-23 13:05:00,-98.98039215686276,46.27450980392157,148.7058823529412,-93.63265306122447,-237.3061224489796,64.89795918367346,none
2024-07-23 13:05:01,-48.47058823529412,218.66666666666663,51.84313725490196,-80.24489795918367,-242.8571428571429,63.91836734693877,none
2024-07-23 13:05:02,-82.48,222.72,31.92,-77.55102040816327,-243.51020408163265,63.83673469387755,none
2024-07-23 13:05:03,-75.84313725490196,215.05882352941177,58.19607843137255,-76.24489795918367,-243.8367346938776,63.10204081632653,none
2024-07-23 13:05:04,-124.0,213.72549019607845,65.49019607843137,-74.12244897959184,-244.4897959183673,62.93877551020408,none
2024-07-23 13:05:05,-86.32,204.96,42.96,-65.87755102040816,-247.9183673469388,75.51020408163265,none
2024-07-23 13:05:06,-68.86274509803921,216.07843137254903,35.529411764705884,-83.36,-57.84,185.36,none
2024-07-23 13:05:07,-97.12,213.52,14.8,-96.0,113.71428571428572,168.48979591836735,none
2024-07-23 13:05:08,-82.3529411764706,230.9803921568628,46.50980392156863,-136.81632653061226,-131.83673469387756,190.6938775510204,none
2024-07-23 13:05:09,-50.03921568627451,238.66666666666663,2.196078431372549,-109.14285714285714,-202.6938775510204,107.91836734693878,none
2024-07-23 13:05:10,-38.50980392156863,234.1176470588236,25.25490196078432,-142.85714285714286,-199.42857142857144,105.22448979591836,none
2024-07-23 13:05:11,-42.08,215.52,16.0,-130.88,-167.52,99.92,none
2024-07-23 13:05:12,-28.23529411764705,250.1960784313725,-15.372549019607844,-90.85714285714286,-245.0612244897959,101.71428571428572,none
2024-07-23 13:05:13,-36.0,229.49019607843132,35.21568627450981,-68.0,-155.6734693877551,158.3673469387755,none
2024-07-23 13:05:14,-204.72,44.0,-11.84,-108.0,-194.8571428571429,156.89795918367346,none
2024-07-23 13:05:15,-266.6666666666667,-92.94117647058825,-13.176470588235292,-121.3061224489796,-203.26530612244892,107.6734693877551,none
2024-07-23 13:05:16,-230.66666666666663,8.392156862745098,-13.882352941176473,-84.73469387755102,-235.9183673469388,74.28571428571429,none
2024-07-23 13:05:17,-157.6,196.0,-10.72,-142.32,-209.04,91.36,none
2024-07-23 13:05:18,-142.9803921568627,193.1764705882353,-48.70588235294117,-128.41666666666666,-219.0,78.58333333333333,none
2024-07-23 13:05:19,-147.04,182.08,-36.48,-69.55102040816327,-239.26530612244892,69.87755102040816,none
2024-07-23 13:05:20,-238.90196078431373,110.50980392156865,-13.72549019607843,-151.59183673469389,-214.12244897959184,85.06122448979592,none
2024-07-23 13:05:21,-189.72549019607845,52.70588235294117,104.31372549019608,-125.92,-210.48,94.56,none
