timestamp,left_x,left_y,left_z,right_x,right_y,right_z,Activity
2024-07-20 09:05:00,-240.15686274509804,-100.7843137254902,39.76470588235294,-219.8367346938776,-4.816326530612245,128.0,A
2024-07-20 09:05:01,-240.24,-101.6,39.6,-220.08163265306123,-4.489795918367347,127.91836734693878,A
2024-07-20 09:05:02,-240.0,-101.49019607843135,39.92156862745098,-220.16326530612244,-4.081632653061225,127.83673469387756,A
2024-07-20 09:05:03,-239.92,-102.08,39.92,-220.08163265306123,-4.0,127.51020408163264,A
2024-07-20 09:05:04,-240.07843137254903,-102.90196078431372,39.84313725490196,-217.6326530612245,-5.306122448979592,132.0,A
2024-07-20 09:05:05,-239.76470588235293,-103.05882352941175,40.07843137254902,-210.53061224489795,-9.387755102040815,140.16326530612244,A
2024-07-20 09:05:06,-212.08,-140.8,31.76,-214.6938775510204,-8.16326530612245,136.0,A
2024-07-20 09:05:07,-5.254901960784314,-228.86274509803923,113.88235294117646,-215.59183673469389,-8.0,135.59183673469389,A
2024-07-20 09:05:08,32.08,-216.32,132.16,-209.87755102040816,-8.0,143.83673469387756,A
2024-07-20 09:05:09,57.04,-206.88,134.32,-127.92,-9.04,214.96,A
2024-07-20 09:05:10,69.88235294117646,-201.2549019607843,134.90196078431373,-130.69387755102042,-8.0,214.44897959183675,A
2024-07-20 09:05:11,80.7843137254902,-198.4313725490196,133.41176470588235,-179.10204081632654,-15.755102040816327,173.46938775510205,A
2024-07-20 09:05:12,83.76470588235294,-199.6078431372549,129.2549019607843,-197.87755102040816,-20.163265306122447,156.3265306122449,A
2024-07-20 09:05:13,-58.90196078431372,-201.72549019607845,76.70588235294117,-206.53061224489795,-16.897959183673468,147.0204081632653,A
2024-07-20 09:05:14,-244.54901960784315,-96.47058823529412,49.333333333333336,-208.3265306122449,-16.081632653061224,143.75510204081633,A
2024-07-20 09:05:15,-244.24,-89.36,40.56,-208.08163265306123,-16.816326530612244,144.08163265306123,A
2024-07-20 09:05:16,-242.96,-91.84,42.8,-208.08163265306123,-18.693877551020407,143.83673469387756,A
2024-07-20 09:05:17,-241.8823529411765,-91.92156862745098,46.90196078431372,-207.6734693877551,-18.77551020408164,144.08163265306123,A
2024-07-20 09:05:18,-241.09803921568627,-91.84313725490196,48.47058823529412,-207.9183673469388,-18.857142857142858,144.24489795918367,A
2024-07-20 09:05:19,-240.62745098039213,-91.84313725490196,49.5686274509804,-211.75510204081635,-14.775510204081632,139.75510204081633,A
2024-07-20 09:05:20,-240.4,-91.84,51.6,-213.44,-11.92,136.48,A
2024-07-20 09:05:21,-239.92156862745097,-91.92156862745098,52.0,-214.0,-11.833333333333334,135.41666666666666,A
2024-07-20 09:05:22,-240.0,-91.68,52.08,-216.16326530612244,-11.673469387755102,133.6326530612245,A
