loss,fbeta,val_loss,val_fbeta
7.762602806091309,0.06664136797189713,5.937352180480957,0.08416395634412766
2.8905792236328125,0.11717242747545242,2.4766597747802734,0.07856736332178116
1.6562386751174927,0.10549149662256241,0.9017730355262756,0.0901731550693512
0.6981849074363708,0.09462368488311768,0.5581117272377014,0.047533001750707626
0.416856974363327,0.07233795523643494,0.44761526584625244,0.01701832003891468
0.35693299770355225,0.03943273797631264,0.41035494208335876,0.025945980101823807
0.3261760175228119,0.04957477003335953,0.37403881549835205,0.01837148331105709
0.30744215846061707,0.041643716394901276,0.3714852035045624,0.022191086784005165
0.29585519433021545,0.055648837238550186,0.35357174277305603,0.01795995980501175
0.2826583683490753,0.057457130402326584,0.3637256622314453,0.0248661357909441
0.2782394587993622,0.06794191151857376,0.36604344844818115,0.025985615327954292
0.2767455577850342,0.06596142053604126,0.3630351722240448,0.025319945067167282
0.269632488489151,0.07291322201490402,0.33896929025650024,0.01483160350471735
0.27350106835365295,0.06866956502199173,0.34027352929115295,0.01606661267578602
0.26384851336479187,0.06702802330255508,0.36495912075042725,0.025774870067834854
0.2590639889240265,0.07900276780128479,0.3419478237628937,0.01928824745118618
0.25743985176086426,0.08834125101566315,0.33942222595214844,0.014420791529119015
0.2648037374019623,0.07979356497526169,0.3332727551460266,0.019032463431358337
0.2514081299304962,0.07231219112873077,0.36676350235939026,0.031141012907028198
0.25299662351608276,0.09561787545681,0.33463433384895325,0.02302040532231331
0.24216176569461823,0.09710768610239029,0.33554258942604065,0.020182328298687935
0.24238355457782745,0.10748784989118576,0.3318656384944916,0.026331324130296707
0.23873794078826904,0.10132186859846115,0.3357093334197998,0.02507106587290764
0.23398585617542267,0.11274098604917526,0.320227712392807,0.01971931755542755
0.24056078493595123,0.11882583051919937,0.32635045051574707,0.02537483721971512
0.2374972403049469,0.10537758469581604,0.31462690234184265,0.016935450956225395
0.2394346296787262,0.09592121839523315,0.3329823911190033,0.030372925102710724
0.22822439670562744,0.11421692371368408,0.3243129551410675,0.020182117819786072
0.22742468118667603,0.09965671598911285,0.32324400544166565,0.043890003114938736
0.22420676052570343,0.13037852942943573,0.31118348240852356,0.043252814561128616
0.21821945905685425,0.12258239090442657,0.3207131624221802,0.04089907184243202
0.21038603782653809,0.12938104569911957,0.32749682664871216,0.051170315593481064
0.20951424539089203,0.12730085849761963,0.30272307991981506,0.030357686802744865
0.21063232421875,0.12737664580345154,0.32610663771629333,0.03489992022514343
0.2178705334663391,0.12474799901247025,0.314293771982193,0.026402877643704414
0.22278378903865814,0.10848546028137207,0.31043946743011475,0.022892935201525688
0.22388704121112823,0.10985742509365082,0.3141363859176636,0.03876829892396927
0.21788330376148224,0.12336298823356628,0.3248409628868103,0.04117703437805176
0.20933467149734497,0.14107191562652588,0.3118989169597626,0.034940969198942184
0.20361553132534027,0.13435226678848267,0.3413527011871338,0.048479847609996796
0.19682441651821136,0.14661724865436554,0.4212989807128906,0.050879862159490585
0.2239023894071579,0.1240169033408165,0.40774986147880554,0.049127254635095596
0.2406226098537445,0.0988779067993164,0.3230397701263428,0.041026853024959564
0.21827547252178192,0.11682087928056717,0.31304407119750977,0.035982895642519
0.20770896971225739,0.12329372018575668,0.3491884768009186,0.028985483571887016
0.20267920196056366,0.1298006772994995,0.29363691806793213,0.031149713322520256
0.19564346969127655,0.13298644125461578,0.3412378132343292,0.04153958335518837
0.18658554553985596,0.13502667844295502,0.3162982761859894,0.046718254685401917
0.18771204352378845,0.1382962167263031,0.33499273657798767,0.04948553442955017
0.18845060467720032,0.16301396489143372,0.36364176869392395,0.05912104249000549
0.18216462433338165,0.1433875411748886,0.3831383287906647,0.05868738144636154
0.19983363151550293,0.14012590050697327,0.3306548297405243,0.028079595416784286
0.19924116134643555,0.15020717680454254,0.3194490671157837,0.02715245820581913
0.20774823427200317,0.13104824721813202,0.3068709075450897,0.03075804002583027
0.20980411767959595,0.12067776173353195,0.3006850481033325,0.0568605400621891
0.18076375126838684,0.15455467998981476,0.3970039188861847,0.054673194885253906
0.17736828327178955,0.1417998969554901,0.3169328272342682,0.05473451688885689
0.16779009997844696,0.16118589043617249,0.3646376132965088,0.056367624551057816
0.16315148770809174,0.15282180905342102,0.5138849020004272,0.048900723457336426
0.18016500771045685,0.14701901376247406,0.33568182587623596,0.047945935279130936
0.17323769629001617,0.14883717894554138,0.29025307297706604,0.04089151322841644
0.1687636524438858,0.16028481721878052,0.3340781331062317,0.040281761437654495
0.15367403626441956,0.15771684050559998,0.3938904106616974,0.05263648182153702
0.15916021168231964,0.15976078808307648,0.4218534529209137,0.071355901658535
0.18585065007209778,0.17209282517433167,0.4236016571521759,0.06608950346708298
0.1876475065946579,0.15580448508262634,0.36302047967910767,0.06109011918306351
0.1637587994337082,0.17201121151447296,0.3478778004646301,0.0628160834312439
